,English,Bengala
13511,Souvik,শৌভিক
13512,Dekhaben,দেখাবেন
13513,Cheke,চেকে
13514,Swadhikar,স্বাধিকার
13515,Gazal,গজল
13516,Goyendara,গোয়েন্দারা
13517,Shomokami,সমকামী
13518,Bashosthan,বাসস্থান
13519,Bhordupure,ভরদুপুরে
13520,Sohel,সোহেল
13521,Deshdrohi,দেশদ্রোহী
13522,Anteem,অন্তিম
13523,Dom e,দমে
13524,Usno,উষ্ণ
13525,Ayojon,আয়োজন
13526,Beracche,বেড়াচ্ছে
13527,Pathle,পাতলে
13528,Lokjonder,লোকজনদের
13529,Dhiledhala,ঢিলেঢালা
13530,Indigo,ইন্ডিগো
13531,Bopanna,বোপান্না
13532,Jananor,জানানোয়
13533,Dukhoprokash,দুঃখপ্রকাশ
13534,Tharmokol,থার্মোকল
13535,Doshar,দশার
13536,Pachtai,পাঁচটায়
13537,Tamilnadu te,তামিলনাড়ুতে
13538,Bahinio,বাহিনীও
13539,Mushkil e,মুশকিলে
13540,Shamil,শামিল
13541,Imtiyaz,ইমতিয়াজ
13542,Treler,ট্রেলর
13543,Khatal,খাটাল
13544,Bethar,ব্যথার
13545,Pathale,পাঠালে
13546,Icchemoto,ইচ্ছেমতো
13547,Arale,আড়ালে
13548,Aenke,আইনকে
13549,Bhotabhuti,ভোটাভুটি
13550,Chojonke,ছজনকে
13551,Upomohadesher,উপমহাদেশের
13552,Payment,পেমেন্ট
13553,Dol e,দোলই
13554,Shushe,শুষে
13555,Rajar,রজার
13556,Islamabad,ইসলামাবাদে
13557,Jomidatader,জমিদাতাদের
13558,Kishoreder,কিশোরদের
13559,Jwaljwal,জ্বলজ্বল
13560,Shekhanor,শেখানোর
13561,Bishoyer,বিস্ময়ের
13562,Fare,ফেয়ার
13563,Chidambaram,চিদম্বরম
13564,Jhop,ঝোপ
13565,Shiddhike,সিদ্দিকি
13566,Sheho,স্নেহ
13567,Mohonbaganke,মোহনবাগানকে
13568,Jotne,যত্নে
13569,Gaiben,গাইবেন
13570,Tuki,টুকি
13571,Borshon,বর্ষণ
13572,Mast,মাস্ট
13573,Suranjan,সুরঞ্জন
13574,Anujog,অনুযোগ
13575,Emnie,এমনিই
13576,Gaighatar,গাইঘাটার
13577,Tarokeshor er,তারকেশ্বরের
13578,Punka,পুঞ্চা
13579,Mukubh,মকুব
13580,Supari,সুপারি
13581,Polishkormike,পুলিশকর্মীকে
13582,Biren,বীরেন
13583,Banikshobha,বণিকসভা
13584,He,হি
13585,Modi o,মোদীও
13586,Dueekta,দুএকটা
13587,Rally,র‌্যালি
13588,Kolol,কল্লোল
13589,Goliye,গলিয়ে
13590,Chauhan,চৌহান
13591,Uddogi,উদ্যোগী
13592,Latin,লাতিন
13593,Kapore,কাপড়ে
13594,Bador,বাঁদর
13595,Onar,ওনার
13596,Shikiye,শিখিয়ে
13597,Sote,শটে
13598,Poribar e,পরিবারই
13599,Abedonkarir,আবেদনকারীর
13600,Bager,বাগের
13601,Sheshei,শেষেই
13602,Jahaje,জাহাজে
13603,Daga,গাদা
13604,Nolen,নলেন
13605,Collegei,কলেজেই
13606,Krishir,কৃষির
13607,Argh,অর্ঘ্য
13608,Locker,লকার
13609,Anuprobesher,অনুপ্রবেশের
13610,Parwez,পারভেজ
13611,Tatara,টাটারা
13612,LPG,এলপিজি
13613,Neyata,নেওয়াটা
13614,Jontroti,যন্ত্রটি
13615,Budhbaro,বুধবারও
13616,Mahabharater,মহাভারতের
13617,Dampotyo,দাম্পত্য
13618,Gangarampurer,গঙ্গারামপুরের
13619,Jatadin,যতদিন
13620,Matongini,মাতঙ্গিনী
13621,Mohram e,মহরমের
13622,Chchaley,ছলে
13623,Shishukalyan,শিশুকল্যাণ
13624,Attobishasher,আত্মবিশ্বাসের
13625,Kothateo,কথাতেও
13626,TT,টিটি
13627,Mor,মোর
13628,Shoronaponno,শরণাপন্ন
13629,Gaika,গায়িকা
13630,Debashish Babur,দেবাশিসবাবুর
13631,Busguli,বাসগুলি
13632,Jalanir,জ্বালানির
13633,Nibeditar,নিবেদিতার
13634,Mao,মাও
13635,Pranokendro,প্রাণকেন্দ্র
13636,Sagardighite,সাগরদিঘিতে
13637,Payel er,পায়েলের
13638,Kaharo,কাহারও
13639,FBI,এফবিআই
13640,Sourav ke,সৌরভকে
13641,Match o,ম্যাচও
13642,Bhagne,ভাগ্নে
13643,Julumer,জুলুমের
13644,Oshikha,অশিক্ষক
13645,Shreo,শ্রেয়
13646,Motoe,মতোই
13647,Moinaguri,ময়নাগুড়ি
13648,Majhir,মাঝির
13649,Roshik,রসিক
13650,Tindiner,তিনদিনের
13651,Granthey,গ্রন্থে
13652,Eul,উইল
13653,Dhokanor,ঢোকানোর
13654,Pochisher,পঁচিশের
13655,Kono,কোনো
13656,Fuliye,ফুলিয়ে
13657,Shoke,শোকে
13658,Bhangurer,ভাঙড়ের
13659,Kuriye,কুড়িয়ে
13660,Meyetar,মেয়েটার
13661,Shubidher,সুবিধের
13662,Liberation,লিবারেশন
13663,Sharboda,সর্বদা
13664,Jachhilam,যাচ্ছিলাম
13665,Dhakna,ঢাকনা
13666,Choriyeche,ছড়িয়েছে
13667,Du Saptaher,দুসপ্তাহের
13668,Kutnitir,কূটনীতির
13669,Advocate,অ্যাডভোকেট
13670,Dhuburi,ধুবুরি
13671,Antarboti,অন্তর্বর্তী
13672,Bidhut,বিদ্যুত
13673,Bhorar,ভরার
13674,Bongobondhu,বঙ্গবন্ধু
13675,Schooler e,স্কুলেরই
13676,Joyprakash,জয়প্রকাশ
13677,Sonate,শোনাতে
13678,Posha,পোষা
13679,Hathta,হাতটা
13680,Gaoyar,গাওয়ার
13681,Dhope,ধোপে
13682,Promadh,প্রমাদ
13683,Dark,ডার্ক
13684,Praptoboyeshko,প্রাপ্তবয়স্ক
13685,Sankatjanak,সঙ্কটজনক
13686,Dharonar,ধারণার
13687,Upanathan,উল্গানাথন
13688,Resh,রেস
13689,Dayether,দায়িত্বের
13690,Mentor,মেন্টর
13691,Lalgolar,লালগোলার
13692,Jagadishprasad,জগদীশপ্রসাদ
13693,Tablet,ট্যাবলেট
13694,Chet,চিট
13695,Bhotei,ভোটেই
13696,Dekhiyechilo,দেখিয়েছিল
13697,Aid,এডস
13698,Durnitigrosto,দুর্নীতিগ্রস্ত
13699,Noshim,নসীম
13700,Santoshjonok,সন্তোষজনক
13701,Chobol,ছোবল
13702,Sushmar,সুষমার
13703,Swasthokortader,স্বাস্থ্যকর্তাদের
13704,Pacchilam,পাচ্ছিলাম
13705,Sijon,সিজন
13706,Kusum,কুসুম
13707,Shankar Babu,শঙ্করবাবুর
13708,Lottery,লটারির
13709,Gaur,গৌর
13710,Railkortara,রেলকর্তারা
13711,Shitiye,সিঁটিয়ে
13712,Constable er,কনস্টেবলের
13713,Writers,রাইটস
13714,Mograhat,মগরাহাট
13715,Khade,খাদে
13716,Proshnor,প্রশ্নোত্তর
13717,Complexer,কমপ্লেক্সের
13718,Mojid,মজিদ
13719,D M ke,ডিএমকে
13720,Biplab Babu,বিপ্লববাবুর
13721,Ag,আগ
13722,Chalkora,চালকরা
13723,Biddapit,বিদ্যাপীঠ
13724,Mokkeler,মক্কেলের
13725,Shubhojatrar,শোভাযাত্রার
13726,Mojar,মৌজার
13727,Nikotoborti,নিকটবর্তী
13728,Rajokiyo,রাজকীয়
13729,Abodhho,আবদ্ধ
13730,Korner,কর্ণের
13731,Bankurai,বাঁকুড়ায়
13732,Oishorjor,ঐশ্বর্যার
13733,Juddhokalin,যুদ্ধকালীন
13734,Etahar,ইটাহার
13735,Gurupodh,গুরুপদ
13736,Chondrima,চন্দ্রিমা
13737,Bayane,বয়ানে
13738,Sibaji,শিবাজি
13739,Nache,নাচে
13740,Moinul,মইনুল
13741,Joba,জবা
13742,Rauth,রাউত
13743,Gorbhopath,গর্ভপাত
13744,Nichei,নীচেই
13745,Potho,পথও
13746,Oye,ওয়ে
13747,Chueye,চুঁইয়ে
13748,Chirokal e,চিরকালই
13749,Uraner,উড়ানের
13750,Joldi,জলদি
13751,Gorumara,গরুমারা
13752,Paiper,পাইপের
13753,Duhate,দুহাতে
13754,Adhpe,আদপে
13755,Lalbagh,লালবাগ
13756,Television,টেলিভিশনে
13757,Nehi,নেহি
13758,Udaynarayanpur,উদয়নারায়ণপুর
13759,Daranor,দাঁড়ানোর
13760,Chiriyakhanar,চিড়িয়াখানার
13761,Joshna,জ্যোৎস্না
13762,Railkormi,রেলকর্মী
13763,Haye,হায়
13764,Jaigaye,জায়গাও
13765,Gotibegh,গতিবেগ
13766,Alochonar,আলোচনার
13767,Dorshonarthira,দর্শনার্থীরা
13768,atmiya ke,আত্মীয়কে
13769,Hridoye,হৃদয়ে
13770,Hritwiker,হৃতিকের
13771,Shomalochokder,সমালোচকদের
13772,Mohajoner,মহাজনের
13773,Prithibike,পৃথিবীকে
13774,Athpoure,আটপৌরে
13775,Adhunikotar,আধুনিকতার
13776,Jong,জং
13777,Pacharkarider,পাচারকারীদের
13778,Helmethin,হেলমেটহীন
13779,Kaliyagunj,কালিয়াগঞ্জ
13780,Patuli,পাটুলি
13781,Aparadhira,অপরাধীরা
13782,Dumashe,দুমাসে
13783,Tollashite,তল্লাশিতে
13784,Barui,বারুই
13785,Firishti,ফিরিস্তি
13786,ISI Er,আইএসআইয়ের
13787,Nehra,নেহরা
13788,Kheli,খেলি
13789,Dumper,ডাম্পার
13790,Batar,বাটার
13791,Ramayan,রামায়ণ
13792,Bayopic,বায়োপিক
13793,Songkhai,সংখ্যাই
13794,Banglow e,বাংলোয়
13795,Kadai,কাদায়
13796,Tendulkar er,তেন্ডুলকরের
13797,Rotuyar,রতুয়ার
13798,Phirbo,ফিরব
13799,Bhanganor,ভাঙানোর
13800,Nagpur e,নাগপুরে
13801,Taxi te,ট্যাক্সিতে
13802,Mroganko,মৃগাঙ্ক
13803,Unei,উনিই
13804,Etukue,এটুকুই
13805,Mohesheta,মহাশ্বেতা
13806,Anubhuto,অনুভূত
13807,Sabhastholey,সভাস্থলে
13808,Komolakho,কমলাক্ষ
13809,Jorey,জোরেই
13810,Ranchi te,রাঁচিতে
13811,Keyal o,কেএলও
13812,Ek hath,একহাত
13813,Sujoy babu,সঞ্জয়বাবু
13814,Rashmoni,রাসমণি
13815,Pachshor,পাঁচশোর
13816,Naukar,নৌকার
13817,Shubal,সুবল
13818,Mexico,মেক্সিকো
13819,Jakjomok,জাঁকজমক
13820,Gopinath,গোপীনাথ
13821,Uddharkaj,উদ্ধারকাজ
13822,Nirbhorota,নির্ভরতা
13823,Jolpoth,জলপথ
13824,Ranibadth,রানিবাঁধ
13825,Gardenrich,গার্ডেনরিচ
13826,Social,সোশাল
13827,Daratei,দাঁড়াতেই
13828,Merechilo,মেরেছিল
13829,Kenabechar,কেনাবেচার
13830,Rotuya,রতুয়া
13831,Projojito,প্রযোজিত
13832,Bhotadhikar,ভোটাধিকার
13833,Exercise,এক্সারসাইজ
13834,Hatahatite,হাতাহাতিতে
13835,Abhimukh,অভিমুখ
13836,Abahito,অবহিত
13837,Uddam,উদ্দাম
13838,Thandai,ঠান্ডায়
13839,Polythin,পলিথিন
13840,Shoshurbari,শ্বশুরবাড়ির
13841,Mulok,মূলক
13842,Gitikar,গীতিকার
13843,Grahjjo,গ্রাহ্য
13844,Dombondho,দমবন্ধ
13845,Ongsho,অংশও
13846,Ragging er,র‌্যাগিংয়ের
13847,Anoboroto,অনবরত
13848,Debdas,দেবদাস
13849,Nidhon,নিধন
13850,Hormon,হরমোন
13851,SBI,এসবিআই
13852,Jagiye,জাগিয়ে
13853,Barkha,বড়ঞা
13854,Abhibashon,অভিবাসন
13855,Dealer er,ডিলারের
13856,Biswajudher,বিশ্বযুদ্ধের
13857,Meyader,মেয়াদের
13858,Shenabahinite,সেনাবাহিনীতে
13859,Jothaswaddho,যথাসাধ্য
13860,Brigeder,ব্রিগেডের
13861,KIshan,কিষাণ
13862,Ghurni,ঘূর্ণি
13863,Kona,কোনা
13864,Apaddrishtite,আপাতদৃষ্টিতে
13865,Nalaye,নালায়
13866,Borshoborone,বর্ষবরণের
13867,Tater,তাঁতের
13868,Girjar,গির্জার
13869,Mainatadanta,ময়নাতদন্তে
13870,Apple er,অ্যাপলের
13871,Netader,নেতাদেরও
13872,totodin,ততদিন
13873,Adim,আদিম
13874,Ghuri,ঘুড়ি
13875,Poren,পরেন
13876,Sorbodol,সর্বদল
13877,Mukkhosochiber,মুখ্যসচিবের
13878,Shonkolon,সঞ্চালক
13879,Chobi teo,ছবিতেও
13880,Stay,স্টে
13881,NRC,এনআরসি
13882,Bhemular,ভেমুলার
13883,Pibhi,পিভি
13884,Miliyei,মিলিয়েই
13885,Beguni,বেগুনি
13886,Tora,তোরা
13887,Kalgham,কালঘাম
13888,Masheo,মাসেও
13889,Nun,নুন—
13890,Shompa,সম্পা:
13891,Whats app e,হোয়াটসঅ্যাপে
13892,Jogdaner,যোগদানের
13893,Rashtate,রাস্তাতেও
13894,Closed,ক্লোজড
13895,Breast,ব্রেস্ট
13896,Sotty,সত্যই
13897,Chiniye,চিনিয়ে
13898,Jhapsha,ঝাপসা
13899,Monitoring,মনিটরিং
13900,Backing,বেকিং
13901,Alochonashobha,আলোচনাসভা
13902,Ghoshe,ঘষে
13903,Scooty,স্কুটি
13904,Utsaver,উত্সবের
13905,Dolonetar,দলনেতার
13906,Tennis e,টেনিসে
13907,Tollywood er,টলিউডের
13908,Kartick er,কার্তিকের
